architecture,board_slot_width,bus_interface,chip_package,display_connectors,double_float_performance,foundry,generation,half_float_performance,manufacturer,memory_type,name,pixel_rate,power_connectors,price,ray_tracing_cores,release_date,render_output_processors,shading_units,single_float_performance,streaming_multiprocessors,tensor_cores,texture_mapping_units,texture_rate
Curie,Single-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,Quadro FX Curie(x400),,NVIDIA,GDDR3,Quadro FX 3450,3.4,1x 6-pin,0,0,2005-07-28,8,0,,0,0,12,5.1
Curie,Dual-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,Quadro FX Curie(x400),,NVIDIA,GDDR3,Quadro FX 4400,6.0,1x 6-pin,0,0,2005-07-28,16,0,,0,0,16,6.0
Curie,Dual-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,Quadro FX Curie(x400),,NVIDIA,GDDR3,Quadro FX 4400G,6.0,1x 6-pin,0,0,2005-07-28,16,0,,0,0,16,6.0
Curie,Dual-slot,PCIe 1.0 x16,FCBGA-1148,"2x DVI, 1x S-Video",,TSMC,Quadro FX Curie(x500),,NVIDIA,GDDR3,Quadro FX 4500,6.88,1x 6-pin,0,0,2005-07-28,16,0,,0,0,24,10.32
Curie,MXM Module,MXM-III,,,,TSMC,Quadro FX Go,,NVIDIA,DDR,Quadro FX Go1400,2.2,None,0,0,2005-02-25,8,0,,0,0,8,2.2
Celsius,Single-slot,AGP 8x,,1x DMS-59,,TSMC,Quadro NVS,,NVIDIA,DDR,Quadro NVS 280 SD,0.5,None,0,0,2005-05-31,2,0,,0,0,4,1.0
Celsius,Single-slot,PCI,,"1x DVI, 1x S-Video",,TSMC,Quadro NVS,,NVIDIA,DDR,Quadro NVS 50 PCI,0.5,None,0,0,2005-05-31,2,0,,0,0,4,1.0
Rankine,Single-slot,PCI,BGA-555,"1x DVI, 1x S-Video",,TSMC,Quadro NVS,,NVIDIA,DDR,Quadro NVS 55 PCI,1.0,None,0,0,2005-05-31,4,0,,0,0,4,1.0
Generation 3.5,IGP,FSB,,,,Intel,GMA Graphics-M(GMA 950 IGP),,Intel,System Shared,GMA 950,0.25,,0,0,2006-01-01,1,0,,0,0,4,1.0
R300,Single-slot,AGP 8x,,"1x VGA, 1x S-Video",,TSMC,All-In-Wonder(2006 Edition),,ATI,DDR,All-In-Wonder 2006 AGP Edition,1.296,None,0,0,2005-04-29,4,0,,0,0,4,1.296
Ultra-Threaded SE,Single-slot,PCIe 1.0 x16,,1x DVI,,TSMC,All-In-Wonder(2006 Edition),,ATI,DDR2,All-In-Wonder 2006 PCIe Edition,1.8,None,0,0,2005-12-22,4,0,,0,0,4,1.8
Ultra-Threaded SE,Single-slot,PCIe 1.0 x16,,1x DVI,,TSMC,All-In-Wonder(X1),,ATI,GDDR3,All-In-Wonder X1800 XL,8.0,1x 6-pin,0,0,2005-10-27,16,0,,0,0,16,8.0
R300,Single-slot,PCIe 1.0 x16,,"1x DVI, 1x VGA",,TSMC,All-In-Wonder(X),,ATI,DDR,All-In-Wonder X600 PRO,1.6,None,0,0,2005-07-01,4,0,,0,0,4,1.6
R400,Single-slot,AGP 8x,FCBGA-1265,1x DVI,,TSMC,All-In-Wonder(X),,ATI,GDDR3,All-In-Wonder X800 SE,3.4,None,0,0,2005-04-27,8,0,,0,0,8,3.4
R400,Single-slot,AGP 8x,FCBGA-1265,1x DVI,,TSMC,All-In-Wonder(X),,ATI,GDDR3,All-In-Wonder X800 VE,3.4,None,0,0,2005-04-27,8,0,,0,0,8,3.4
R400,Single-slot,PCIe 1.0 x16,FCBGA-1265,1x DVI,,TSMC,All-In-Wonder(X),,ATI,GDDR3,All-In-Wonder X800 XL,6.4,None,0,0,2005-01-21,16,0,,0,0,16,6.4
Ultra-Threaded SE,Single-slot,PCIe 1.0 x16,,2x DVI,,TSMC,FireGL(Vx300),,ATI,DDR2,FireGL V3300,2.4,None,0,0,2005-10-01,4,0,,0,0,4,2.4
Ultra-Threaded SE,Single-slot,PCIe 1.0 x16,,2x DVI,,TSMC,FireGL(Vx300),,ATI,DDR2,FireGL V3350,2.4,None,0,0,2005-10-01,4,0,,0,0,4,2.4
Ultra-Threaded SE,Single-slot,PCIe 1.0 x16,,2x DVI,,TSMC,FireGL(Vx400),,ATI,GDDR3,FireGL V3400,2.0,None,0,0,2005-10-01,4,0,,0,0,4,2.0
Ultra-Threaded SE,Single-slot,PCIe 1.0 x16,,2x DVI,,TSMC,FireGL(Vx200),,ATI,GDDR3,FireGL V5200,2.4,None,0,0,2005-10-01,4,0,,0,0,4,2.4
Ultra-Threaded SE,Dual-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,FireGL(Vx200),,ATI,GDDR3,FireGL V7200,9.6,1x 6-pin,0,0,2005-10-01,16,0,,0,0,16,9.6
Ultra-Threaded SE,Dual-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,FireGL(Vx300),,ATI,GDDR3,FireGL V7300,9.504,1x 6-pin,0,0,2005-10-01,16,0,,0,0,16,9.504
Ultra-Threaded SE,Dual-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,FireGL(Vx300),,ATI,GDDR3,FireGL V7350,9.6,1x 6-pin,0,0,2005-10-01,16,0,,0,0,16,9.6
R400,,PCIe 1.0 x16,,,,TSMC,Mobility FireGL(V5xxx),,ATI,GDDR3,Mobility FireGL V5000,2.8,,0,0,2005-02-03,8,0,,0,0,8,2.8
R300,,PCIe 1.0 x16,,,,TSMC,M2x(Mobility X1),,ATI,DDR,Mobility Radeon X300,1.4,,0,0,2005-11-01,4,0,,0,0,4,1.4
R300,IGP,PCIe 1.0 x16,,,,,Radeon IGP(Mobility Xx00),,ATI,System Shared,Mobility Radeon X300 IGP,0.6,None,0,0,2005-01-01,2,0,,0,0,2,0.6
R400,,PCIe 1.0 x16,,,,TSMC,M2x(Mobility X1),,ATI,DDR,Mobility Radeon X700,1.4,,0,0,2005-03-01,4,0,,0,0,8,2.8
R400,,PCIe 1.0 x16,,,,TSMC,M2x(Mobility X1),,ATI,DDR,Mobility Radeon X700 XL,1.4,,0,0,2005-03-01,4,0,,0,0,8,2.8
R400,,PCIe 1.0 x16,,,,TSMC,M2x(Mobility X1),,ATI,GDDR3,Mobility Radeon X800 XT,7.68,,0,0,2005-06-01,16,0,,0,0,16,7.68
R300,Single-slot,AGP 8x,,"1x DVI, 1x VGA, 1x S-Video",,TSMC,Radeon R300(9500),,ATI,DDR,Radeon 9550 XT,1.7,None,0,0,2005-05-04,4,0,,0,0,4,1.7
Ultra-Threaded SE,Single-slot,PCIe 1.0 x16,,"1x DVI, 1x VGA, 1x S-Video",,UMC,Radeon R500 PCIe(X1300),,ATI,DDR,Radeon X1300,1.8,None,0,0,2005-10-05,4,0,,0,0,4,1.8
Ultra-Threaded SE,Single-slot,AGP 8x,,"1x DVI, 1x VGA, 1x S-Video",,TSMC,Radeon R500 AGP(X1300),,ATI,DDR,Radeon X1300 AGP,1.8,None,0,0,2005-12-01,4,0,,0,0,4,1.8
Ultra-Threaded SE,Single-slot,PCIe 1.0 x16,,1x VGA,,TSMC,Radeon R500 PCIe(X1300),,ATI,DDR,Radeon X1300 LE,1.8,None,0,0,2005-10-05,4,0,,0,0,4,1.8
Ultra-Threaded SE,Single-slot,PCI,,"1x DVI, 1x VGA, 1x S-Video",,UMC,Radeon R500 PCIe(X1300),,ATI,DDR2,Radeon X1300 PCI,1.8,,0,0,2005-10-05,4,0,,0,0,4,1.8
Ultra-Threaded SE,Single-slot,PCIe 1.0 x16,,,,UMC,Radeon R500 PCIe(X1300),,ATI,DDR2,Radeon X1300 PRO,2.4,None,0,0,2006-11-01,4,0,,0,0,4,2.4
Ultra-Threaded SE,Single-slot,AGP 8x,,"1x DVI, 1x VGA, 1x S-Video",,TSMC,Radeon R500 AGP(X1300),,ATI,DDR,Radeon X1300 PRO AGP,2.4,None,0,0,2005-10-01,4,0,,0,0,4,2.4
Ultra-Threaded SE,Single-slot,PCIe 1.0 x16,,"1x DVI, 1x VGA, 1x S-Video",,TSMC,Radeon R500 PCIe(X1600),,ATI,GDDR3,Radeon X1600 PRO,2.0,None,0,0,2005-10-01,4,0,,0,0,4,2.0
Ultra-Threaded SE,Single-slot,PCIe 1.0 x16,,"1x DVI, 1x VGA, 1x S-Video",,TSMC,Radeon R500 PCIe(X1600),,ATI,GDDR3,Radeon X1600 XT,2.36,None,0,0,2005-10-01,4,0,,0,0,4,2.36
Ultra-Threaded SE,Dual-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,Radeon R500 PCIe(X1800),,ATI,GDDR3,Radeon X1800 CrossFire Edition,9.6,1x 6-pin,0,0,2005-12-20,16,0,,0,0,16,9.6
Ultra-Threaded SE,Single-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,Radeon R500 PCIe(X1800),,ATI,GDDR3,Radeon X1800 XL,8.0,1x 6-pin,0,0,2005-10-01,16,0,,0,0,16,8.0
Ultra-Threaded SE,Dual-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,Radeon R500 PCIe(X1800),,ATI,GDDR3,Radeon X1800 XT,9.6,1x 6-pin,0,0,2005-10-01,16,0,,0,0,16,9.6
R300,Single-slot,PCIe 1.0 x16,,"1x DVI, 1x VGA, 1x S-Video",,TSMC,Radeon R300(X550),,ATI,DDR,Radeon X550,1.6,None,0,0,2005-07-01,4,0,,0,0,4,1.6
R300,Single-slot,PCIe 1.0 x16,,"1x DVI, 1x VGA, 1x S-Video",,TSMC,Radeon R300(X550),,ATI,DDR2,Radeon X550 HyperMemory,1.6,,0,0,2005-07-01,4,0,,0,0,4,1.6
R400,Single-slot,PCIe 1.0 x16,,"1x DVI, 1x VGA, 1x S-Video",,TSMC,Radeon R400 PCIe(X700),,ATI,DDR,Radeon X700 SE,1.6,None,0,0,2005-04-01,4,0,,0,0,4,1.6
R400,Single-slot,PCIe 1.0 x16,,"1x DVI, 1x VGA",,TSMC,Radeon R400 PCIe(X700),,ATI,GDDR3,Radeon X740 XL,3.4,None,0,0,2005-03-07,8,0,,0,0,8,3.4
R400,Dual-slot,PCIe 1.0 x16,FCBGA-1265,2x DVI,,TSMC,Radeon R400 PCIe(X800),,ATI,GDDR3,Radeon X800 CrossFire Edition,8.0,None,0,0,2005-10-28,16,0,,0,0,16,8.0
R400,Single-slot,PCIe 1.0 x16,,"1x DVI, 1x VGA, 1x S-Video",,TSMC,Radeon R400 PCIe(X800),,ATI,DDR,Radeon X800 GT,5.7,None,0,0,2005-11-01,12,0,,0,0,12,5.7
R400,Single-slot,AGP 8x,FCBGA-1265,"1x DVI, 1x VGA, 1x S-Video",,TSMC,Radeon R400 AGP(X800),,ATI,GDDR3,Radeon X800 GT AGP,3.784,1x Molex,0,0,2007-11-08,8,0,,0,0,8,3.784
R400,Single-slot,PCIe 1.0 x16,FCBGA-1265,"1x DVI, 1x VGA, 1x S-Video",,TSMC,Radeon R400 PCIe(X800),,ATI,DDR,Radeon X800 GTO,4.8,,0,0,2007-12-29,12,0,,0,0,12,4.8
R400,Single-slot,AGP 8x,FCBGA-1265,"1x DVI, 1x VGA, 1x S-Video",,TSMC,Radeon R400 AGP(X800),,ATI,GDDR3,Radeon X800 GTO AGP,4.8,1x Molex,0,0,2007-11-08,12,0,,0,0,12,4.8
R400,Single-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,Radeon R400 PCIe(X800),,ATI,GDDR3,Radeon X800 GTO2,6.4,1x 6-pin,0,0,2005-09-15,16,0,,0,0,16,6.4
R400,Single-slot,AGP 8x,,"1x DVI, 1x VGA, 1x S-Video",,TSMC,Radeon R400 AGP(X850),,ATI,GDDR3,Radeon X850 PRO AGP,6.0,1x Molex,0,0,2005-09-04,12,0,,0,0,12,6.0
R400,Dual-slot,AGP 8x,,"1x DVI, 1x VGA, 1x S-Video",,TSMC,Radeon R400 AGP(X850),,ATI,GDDR3,Radeon X850 XT AGP,8.32,1x Molex,0,0,2005-02-28,16,0,,0,0,16,8.32
R400,Dual-slot,AGP 8x,,"1x DVI, 1x VGA, 1x S-Video",,TSMC,Radeon R400 AGP(X850),,ATI,GDDR3,Radeon X850 XT Platinum AGP,8.64,1x Molex,0,0,2005-02-28,16,0,,0,0,16,8.64
R300,IGP,PCIe 1.0 x16,FCBGA-465,,,TSMC,Radeon IGP(Xpress 200M),,ATI,System Shared,Radeon Xpress 200M IGP,0.6,None,0,0,2005-01-01,2,0,,0,0,2,0.6
R300,IGP,PCIe 1.0 x16,FCBGA-465,,,TSMC,Radeon IGP(Xpress 1100 Mobile),,ATI,System Shared,Radeon Xpress 1100 Mobile IGP,0.8,None,0,0,2006-05-23,2,0,,0,0,2,0.8
TeraScale,,,,,,TSMC,Console GPU(Microsoft),,ATI,GDDR3,Xbox 360 GPU 90nm,4.0,,0,0,2005-11-22,8,240,240.0,0,0,16,8.0
XG4,Single-slot,PCIe 1.0 x16,,"1x DVI, 1x VGA, 1x S-Video",,UMC,XG40(Volari 8000),,XGI,DDR,Volari 8300,1.2,,0,0,2005-11-01,4,0,,0,0,8,2.4
XG4,Single-slot,PCIe 1.0 x16,,"1x DVI, 1x VGA, 1x S-Video",,UMC,XG40(Volari 8000),,XGI,GDDR3,Volari 8600 XT,1.8,,0,0,,4,0,,0,0,8,3.6
,,,,,,Sony,Console GPU(Sony),,Sony,eDRAM,Playstation 2 GPU 90nm,2.352,,0,0,2005-05-26,16,0,,0,0,8,1.176
Curie,IGP,PCIe 1.0 x16,,,,,GeForce 7M IGP(7000M),,NVIDIA,System Shared,GeForce 7000M + nForce 610M,0.35,,0,0,2006-02-01,1,0,,0,0,1,0.35
Curie,IGP,PCI,,,,,GeForce 7 IGP,,NVIDIA,System Shared,GeForce 7025 + nForce 630a,0.425,,0,0,2006-02-01,1,0,,0,0,2,0.85
Curie,IGP,PCI,,,,,GeForce 7 IGP,,NVIDIA,System Shared,GeForce 7050 + nForce 630a,0.425,,0,0,2006-02-01,1,0,,0,0,2,0.85
Curie,IGP,PCI,,,,,GeForce 7 IGP,,NVIDIA,System Shared,GeForce 7050 PV + nForce 630a,0.425,,0,0,2006-02-01,1,0,,0,0,2,0.85
Curie,IGP,PCI,,,,,GeForce 7 IGP,,NVIDIA,System Shared,GeForce 7050 SE + nForce 630a,0.425,,0,0,2006-02-01,1,0,,0,0,2,0.85
Curie,Single-slot,PCIe 1.0 x16,,"1x DVI, 1x VGA, 1x S-Video",,TSMC,GeForce 7 PCIe(7100),,NVIDIA,DDR2,GeForce 7100 GS,0.7,None,0,0,2006-08-08,2,0,,0,0,4,1.4
Curie,Single-slot,PCIe 1.0 x16,BGA-533,"1x DVI, 1x VGA, 1x S-Video",,TSMC,GeForce 7 PCIe(7200),,NVIDIA,DDR2,GeForce 7200 GS,0.9,None,0,0,2006-01-18,2,0,,0,0,4,1.8
Curie,Single-slot,PCIe 1.0 x16,BGA-533,"1x DVI, 1x VGA, 1x S-Video",,TSMC,GeForce 7 PCIe(7300),,NVIDIA,DDR2,GeForce 7300 GS,0.9,None,0,0,2006-01-18,2,0,,0,0,4,1.8
Curie,Single-slot,PCIe 1.0 x16,BGA-533,"1x DVI, 1x S-Video",,TSMC,GeForce 7 PCIe(7300),,NVIDIA,DDR2,GeForce 7300 GS Low Profile,0.9,None,0,0,2006-01-18,2,0,,0,0,4,1.8
Curie,Single-slot,PCIe 1.0 x16,BGA-820,"1x DVI, 1x VGA, 1x S-Video",,TSMC,GeForce 7 PCIe(7300),,NVIDIA,DDR2,GeForce 7300 GT,2.8,None,0,0,2006-05-15,8,0,,0,0,8,2.8
Curie,Single-slot,AGP 8x,BGA-820,"1x DVI, 1x VGA, 1x S-Video",,TSMC,GeForce 7 AGP(7300),,NVIDIA,DDR2,GeForce 7300 GT AGP,2.8,None,0,0,2006-05-15,8,0,,0,0,8,2.8
Curie,Single-slot,PCIe 1.0 x16,BGA-820,2x DVI,,TSMC,GeForce 7 PCIe(7300),,NVIDIA,GDDR3,GeForce 7300 GT Mac Edition,2.8,None,0,0,2006-08-26,8,0,,0,0,8,2.8
Curie,Single-slot,PCIe 1.0 x16,BGA-533,"1x DVI, 1x S-Video",,TSMC,GeForce 7 PCIe(7300),,NVIDIA,DDR2,GeForce 7300 LE,0.9,None,0,0,2006-03-22,2,0,,0,0,4,1.8
Curie,Single-slot,PCIe 1.0 x16,BGA-533,"1x DVI, 1x VGA, 1x S-Video",,TSMC,GeForce 7 PCIe(7300),,NVIDIA,DDR2,GeForce 7300 SE,0.9,None,0,0,2006-03-22,2,0,,0,0,4,1.8
Curie,Single-slot,PCIe 1.0 x16,BGA-533,"1x DVI, 1x S-Video",,TSMC,GeForce 7 PCIe(7300),,NVIDIA,DDR2,GeForce 7350 LE,0.9,None,0,0,2006-03-22,2,0,,0,0,4,1.8
Curie,Single-slot,PCIe 1.0 x16,BGA-533,"1x DVI, 1x VGA, 1x S-Video",,TSMC,GeForce 7 PCIe(7500),,NVIDIA,DDR2,GeForce 7500 LE,1.9,None,0,0,2006-03-22,4,0,,0,0,8,3.8
Curie,Single-slot,PCIe 1.0 x16,BGA-820,"1x DVI, 1x VGA, 1x S-Video",,TSMC,GeForce 7 PCIe(7600),,NVIDIA,DDR2,GeForce 7600 GS,3.2,None,0,0,2006-03-22,8,0,,0,0,12,4.8
Curie,Single-slot,AGP 8x,BGA-820,"1x DVI, 1x VGA, 1x S-Video",,TSMC,GeForce 7 AGP(7600),,NVIDIA,DDR2,GeForce 7600 GS AGP,3.2,1x Molex,0,0,2006-07-01,8,0,,0,0,12,4.8
Curie,Single-slot,PCIe 1.0 x16,BGA-820,"2x DVI, 1x S-Video",,TSMC,GeForce 7 PCIe(7600),,NVIDIA,GDDR3,GeForce 7600 GT,4.48,None,0,0,2006-03-09,8,0,,0,0,12,6.72
Curie,Single-slot,PCIe 1.0 x16,BGA-820,2x DVI,,TSMC,GeForce 7 PCIe(7600),,NVIDIA,GDDR3,GeForce 7600 GT Mac Edition,4.48,None,0,0,2006-09-02,8,0,,0,0,12,6.72
Curie,Single-slot,PCIe 1.0 x16,BGA-820,"1x DVI, 1x VGA, 1x S-Video",,TSMC,GeForce 7 PCIe(7600),,NVIDIA,DDR2,GeForce 7600 LE,3.2,None,0,0,2006-03-22,8,0,,0,0,8,3.2
Curie,Single-slot,PCIe 1.0 x16,BGA-820,"1x DVI, 1x VGA, 1x S-Video",,TSMC,GeForce 7 PCIe(7600),,NVIDIA,DDR2,GeForce 7650 GS,3.6,None,0,0,2006-03-22,8,0,,0,0,12,5.4
Curie,Single-slot,AGP 8x,,"1x DVI, 1x VGA, 1x S-Video",,TSMC,GeForce 7 AGP(7800),,NVIDIA,GDDR3,GeForce 7800 GS+ 20Pipes AGP,6.8,1x Molex,0,0,2006-09-28,16,0,,0,0,20,8.5
Curie,Single-slot,AGP 8x,,"1x DVI, 1x VGA, 1x S-Video",,TSMC,GeForce 7 AGP(7800),,NVIDIA,GDDR3,GeForce 7800 GS+ 24Pipes AGP,6.8,1x Molex,0,0,2006-09-28,16,0,,0,0,24,10.2
Curie,Single-slot,AGP 8x,,"1x DVI, 1x VGA, 1x S-Video",,TSMC,GeForce 7 AGP(7800),,NVIDIA,GDDR3,GeForce 7800 GS+ AGP,3.0,1x Molex,0,0,2006-09-28,8,0,,0,0,16,6.0
Curie,Single-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,GeForce 7 PCIe(7900),,NVIDIA,GDDR3,GeForce 7900 GS,7.2,1x 6-pin,0,0,2006-05-01,16,0,,0,0,20,9.0
Curie,Single-slot,AGP 8x,,"1x DVI, 1x S-Video",,TSMC,GeForce 7 AGP(7900),,NVIDIA,GDDR3,GeForce 7900 GS AGP,7.2,1x Molex,0,0,2006-04-02,16,0,,0,0,20,9.0
Curie,Single-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,GeForce 7 PCIe(7900),,NVIDIA,GDDR3,GeForce 7900 GT,7.2,1x 6-pin,0,0,2006-03-09,16,0,,0,0,24,10.8
Curie,Single-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,GeForce 7 PCIe(7900),,NVIDIA,GDDR3,GeForce 7900 GTO,10.4,1x 6-pin,0,0,2006-10-01,16,0,,0,0,24,15.6
Curie,Dual-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,GeForce 7 PCIe(7900),,NVIDIA,GDDR3,GeForce 7900 GTX,10.4,1x 6-pin,0,0,2006-03-09,16,0,,0,0,24,15.6
Curie,Dual-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,GeForce 7 PCIe(7900),,NVIDIA,GDDR3,GeForce 7900 GX2,8.0,2x 6-pin,0,0,2006-04-30,16,0,,0,0,24,12.0
Curie,Single-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,GeForce 7 PCIe(7900),,NVIDIA,GDDR3,GeForce 7950 GT,8.8,1x 6-pin,0,0,2006-08-06,16,0,,0,0,24,13.2
Curie,Dual-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,GeForce 7 PCIe(7900),,NVIDIA,GDDR3,GeForce 7950 GX2,8.0,1x 6-pin,0,0,2006-06-05,16,0,,0,0,24,12.0
Tesla,Dual-slot,PCIe 1.0 x16,BGA-1449,"2x DVI, 1x S-Video",,TSMC,GeForce 8(8800),,NVIDIA,GDDR3,GeForce 8800 GTS 640,10.26,1x 6-pin,0,0,2006-11-08,20,96,228.1,12,0,24,24.62
Tesla,Dual-slot,PCIe 1.0 x16,BGA-1449,"2x DVI, 1x S-Video",,TSMC,GeForce 8(8800),,NVIDIA,GDDR3,GeForce 8800 GTX,13.82,2x 6-pin,0,0,2006-11-08,24,128,345.6,16,0,32,36.86
Curie,IGP,PCIe 1.0 x16,,,,,GeForce Go 6 IGP(Go 6000),,NVIDIA,System Shared,GeForce Go 6100 + nForce Go 430,0.425,,0,0,2006-02-01,1,0,,0,0,2,0.85
Curie,IGP,PCIe 2.0 x1,,,,,GeForce Go 6 IGP(Go 6000),,NVIDIA,System Shared,GeForce Go 6150 + nForce Go 430,0.425,,0,0,2006-02-01,1,0,,0,0,2,0.85
Curie,,PCIe 1.0 x16,,,,TSMC,GeForce Go 6(Go 6000),,NVIDIA,DDR,GeForce Go 6200,0.6,None,0,0,2006-02-01,2,0,,0,0,4,1.2
Curie,,PCIe 1.0 x16,,,,TSMC,GeForce Go 6(Go 6000),,NVIDIA,DDR,GeForce Go 6250,0.8,None,0,0,2006-02-01,2,0,,0,0,4,1.6
Curie,,PCIe 1.0 x16,,,,TSMC,GeForce Go 6(Go 6000),,NVIDIA,DDR,GeForce Go 6400,0.8,None,0,0,2006-02-01,2,0,,0,0,4,1.6
Curie,,PCIe 1.0 x16,BGA-533,,,TSMC,GeForce Go 7(Go 7000),,NVIDIA,GDDR3,GeForce Go 7200,0.45,None,0,0,2006-09-01,1,0,,0,0,4,1.8
Curie,,PCIe 1.0 x16,BGA-820,,,TSMC,GeForce Go 7(Go 7000),,NVIDIA,GDDR3,GeForce Go 7300,0.7,None,0,0,2006-02-01,2,0,,0,0,4,1.4
Curie,,PCIe 1.0 x16,BGA-533,,,TSMC,GeForce Go 7(Go 7000),,NVIDIA,GDDR3,GeForce Go 7300T,0.7,None,0,0,2006-02-01,2,0,,0,0,4,1.4
Curie,,PCIe 1.0 x16,BGA-820,,,TSMC,GeForce Go 7(Go 7000),,NVIDIA,GDDR3,GeForce Go 7400,0.9,None,0,0,2006-02-01,2,0,,0,0,4,1.8
Curie,,PCIe 1.0 x16,BGA-533,,,TSMC,GeForce Go 7(Go 7000),,NVIDIA,GDDR3,GeForce Go 7400T,0.9,None,0,0,2006-02-01,2,0,,0,0,4,1.8
Curie,,PCIe 1.0 x16,BGA-533,,,TSMC,GeForce Go 7(Go 7000),,NVIDIA,DDR2,GeForce Go 7450,1.2,None,0,0,2006-02-01,4,0,,0,0,8,2.4
Curie,,PCIe 1.0 x16,BGA-820,,,TSMC,GeForce Go 7(Go 7000),,NVIDIA,GDDR3,GeForce Go 7600,3.6,None,0,0,2006-03-01,8,0,,0,0,8,3.6
Curie,,PCIe 1.0 x16,BGA-820,,,TSMC,GeForce Go 7(Go 7000),,NVIDIA,GDDR3,GeForce Go 7600 GT,4.0,None,0,0,2006-08-01,8,0,,0,0,12,6.0
Curie,,PCIe 1.0 x16,BGA-820,,,TSMC,GeForce Go 7(Go 7000),,NVIDIA,GDDR3,GeForce Go 7700,3.6,None,0,0,2006-08-01,8,0,,0,0,12,5.4
Curie,,PCIe 1.0 x16,FCBGA-1148,,,TSMC,GeForce Go 7(Go 7000),,NVIDIA,GDDR3,GeForce Go 7800,6.4,None,0,0,2006-03-03,16,0,,0,0,16,6.4
Curie,MXM Module,MXM-II,,,,TSMC,GeForce Go 7(Go 7000),,NVIDIA,GDDR3,GeForce Go 7900 GS,6.0,,0,0,2006-04-18,16,0,,0,0,20,7.5
Curie,MXM Module,PCIe 1.0 x16,,,,TSMC,GeForce Go 7(Go 7000),,NVIDIA,GDDR3,GeForce Go 7900 GTX,8.0,None,0,0,2006-04-18,16,0,,0,0,24,12.0
Curie,,PCIe 1.0 x16,BGA-820,,,TSMC,GeForce Go 7(Go 7000),,NVIDIA,GDDR3,GeForce Go 7900 SE,2.8,None,0,0,2006-04-18,8,0,,0,0,12,4.2
Curie,MXM Module,MXM-III,,,,TSMC,GeForce Go 7(Go 7000),,NVIDIA,GDDR3,GeForce Go 7950 GTX,9.2,None,0,0,2006-10-12,16,0,,0,0,24,13.8
Curie,,,,1x HDMI 1.3,,Sony,Console GPU(Sony),,NVIDIA,GDDR3,Playstation 3 GPU 90nm,4.4,,0,0,2006-11-11,8,0,,0,0,24,13.2
Curie,Single-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,Quadro FX Curie(x500),,NVIDIA,GDDR3,Quadro FX 1500,5.2,None,0,0,2006-04-20,16,0,,0,0,16,5.2
Curie,MXM Module,MXM-II,,,,TSMC,Quadro FX Mobile(x500M),,NVIDIA,GDDR3,Quadro FX 1500M,6.0,None,0,0,2006-04-18,16,0,,0,0,20,7.5
Curie,Single-slot,PCIe 1.0 x16,BGA-533,"1x DVI, 1x VGA",,TSMC,Quadro FX Curie(x500),,NVIDIA,DDR2,Quadro FX 350,1.1,None,0,0,2006-04-20,2,0,,0,0,4,2.2
Curie,Single-slot,PCIe 1.0 x16,,"2x DVI, 1x S-Video",,TSMC,Quadro FX Curie(x500),,NVIDIA,GDDR3,Quadro FX 3500,7.2,1x 6-pin,0,0,2006-05-22,16,0,,0,0,20,9.0
Curie,,PCIe 1.0 x16,BGA-533,,,TSMC,Quadro FX Mobile(x500M),,NVIDIA,GDDR3,Quadro FX 350M,0.9,None,0,0,2006-03-13,2,0,,0,0,4,1.8
Curie,Triple-slot,PCIe 1.0 x16,FCBGA-1148,"2x DVI, 1x S-Video",,TSMC,Quadro FX Curie(x500),,NVIDIA,GDDR3,Quadro FX 4500 SDI,6.88,1x 6-pin,0,0,2006-01-30,16,0,,0,0,24,10.32
Curie,Dual-slot,PCIe 1.0 x16,,4x DVI,,TSMC,Quadro FX Curie(x500),,NVIDIA,GDDR3,Quadro FX 4500 X2,8.0,2x 6-pin,0,0,2006-04-24,16,0,,0,0,24,12.0
Curie,Single-slot,PCIe 1.0 x16,BGA-825,"2x DVI, 1x S-Video",,TSMC,Quadro FX Curie(x500),,NVIDIA,GDDR3,Quadro FX 550,1.44,None,0,0,2006-04-20,4,0,,0,0,8,2.88
